TransactionID,CustomerID,CustomerName,PurchaseDate,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod,City
T0282,C041,Aarav Verma,2025-09-16,Grocery,Tea,4,20,80,UPI,Mumbai
T0283,C041,Aarav Verma,2025-03-18,Beauty,Shampoo,3,500,1500,Debit Card,Mumbai
T0284,C041,Aarav Verma,2025-04-22,Clothing,Jeans,4,300,1200,Credit Card,Mumbai
T0285,C041,Aarav Verma,2026-02-06,Beauty,Face Wash,2,40,80,UPI,Mumbai
T0286,C041,Aarav Verma,2025-07-17,Beauty,Face Wash,2,100,200,Cash,Mumbai
T0287,C042,Vivaan Verma,2026-04-25,Grocery,Rice,4,100,400,Credit Card,Pune
T0288,C042,Vivaan Verma,2025-10-01,Beauty,Shampoo,4,40,160,Cash,Pune
T0289,C042,Vivaan Verma,2025-01-03,Grocery,Tea,2,75,150,Debit Card,Pune
T0290,C042,Vivaan Verma,2026-05-07,Beauty,Shampoo,5,30,150,Debit Card,Pune
T0291,C042,Vivaan Verma,2025-06-06,Grocery,Tea,1,30,30,Debit Card,Pune
T0292,C042,Vivaan Verma,2025-05-24,Home,Mixer,5,20,100,UPI,Pune
T0293,C043,Aditya Verma,2025-08-03,Electronics,Headphones,3,75,225,UPI,Delhi
T0294,C043,Aditya Verma,2025-05-27,Clothing,T-Shirt,4,100,400,Credit Card,Delhi
T0295,C043,Aditya Verma,2025-08-02,Beauty,Face Wash,5,500,2500,UPI,Delhi
T0296,C043,Aditya Verma,2025-11-01,Clothing,Jeans,2,300,600,UPI,Delhi
T0297,C043,Aditya Verma,2026-03-26,Electronics,Headphones,1,75,75,Cash,Delhi
T0298,C043,Aditya Verma,2025-08-28,Clothing,Jeans,4,300,1200,UPI,Delhi
T0299,C044,Rahul Verma,2026-05-11,Beauty,Face Wash,4,50,200,Cash,Bengaluru
T0300,C044,Rahul Verma,2025-06-18,Home,Bottle,2,100,200,Cash,Bengaluru
T0301,C044,Rahul Verma,2026-05-25,Grocery,Tea,3,150,450,Cash,Bengaluru
T0302,C044,Rahul Verma,2025-03-19,Clothing,Jeans,1,20,20,UPI,Bengaluru
T0303,C044,Rahul Verma,2025-12-05,Electronics,Headphones,4,200,800,Credit Card,Bengaluru
T0304,C044,Rahul Verma,2025-02-04,Clothing,Jeans,2,100,200,UPI,Bengaluru
T0305,C045,Arjun Verma,2026-01-10,Grocery,Tea,5,300,1500,Credit Card,Hyderabad
T0306,C045,Arjun Verma,2025-10-18,Beauty,Shampoo,4,75,300,UPI,Hyderabad
T0307,C045,Arjun Verma,2025-10-24,Grocery,Tea,4,150,600,Debit Card,Hyderabad
T0308,C045,Arjun Verma,2026-05-31,Grocery,Tea,2,200,400,UPI,Hyderabad
T0309,C045,Arjun Verma,2025-12-05,Clothing,Jeans,3,40,120,UPI,Hyderabad
T0310,C045,Arjun Verma,2025-02-11,Beauty,Shampoo,5,500,2500,UPI,Hyderabad
T0311,C046,Rohan Verma,2026-02-13,Grocery,Rice,1,20,20,Credit Card,Chennai
T0312,C046,Rohan Verma,2026-05-02,Home,Bottle,5,300,1500,Cash,Chennai
T0313,C046,Rohan Verma,2025-05-31,Home,Bottle,2,20,40,Cash,Chennai
T0314,C046,Rohan Verma,2025-06-28,Electronics,Headphones,2,20,40,Cash,Chennai
T0315,C046,Rohan Verma,2025-04-14,Electronics,Keyboard,2,75,150,Debit Card,Chennai
T0316,C046,Rohan Verma,2025-11-06,Clothing,Jeans,1,100,100,UPI,Chennai
T0317,C047,Priya Verma,2026-03-18,Home,Bottle,4,500,2000,UPI,Kolkata
T0318,C047,Priya Verma,2025-05-02,Beauty,Shampoo,4,30,120,UPI,Kolkata
T0319,C047,Priya Verma,2026-02-01,Home,Bottle,4,150,600,UPI,Kolkata
T0320,C047,Priya Verma,2025-03-26,Beauty,Face Wash,2,20,40,Cash,Kolkata
T0321,C047,Priya Verma,2025-01-05,Electronics,Headphones,1,30,30,Credit Card,Kolkata
T0322,C047,Priya Verma,2025-05-05,Clothing,Jeans,1,75,75,Credit Card,Kolkata
T0323,C048,Sneha Verma,2026-04-07,Clothing,T-Shirt,3,40,120,UPI,Ahmedabad
T0324,C048,Sneha Verma,2025-10-28,Home,Mixer,4,75,300,UPI,Ahmedabad
T0325,C048,Sneha Verma,2025-02-02,Electronics,Mouse,1,500,500,UPI,Ahmedabad
T0326,C048,Sneha Verma,2026-02-03,Grocery,Tea,5,40,200,Cash,Ahmedabad
T0327,C048,Sneha Verma,2025-03-03,Grocery,Tea,5,200,1000,Cash,Ahmedabad
T0328,C048,Sneha Verma,2025-06-20,Clothing,T-Shirt,3,40,120,Cash,Ahmedabad
T0329,C049,Ananya Verma,2026-05-04,Beauty,Shampoo,3,500,1500,Debit Card,Surat
T0330,C049,Ananya Verma,2025-10-27,Grocery,Rice,5,500,2500,Debit Card,Surat
T0331,C049,Ananya Verma,2025-01-16,Clothing,Jeans,5,150,750,Credit Card,Surat
T0332,C049,Ananya Verma,2026-01-21,Beauty,Shampoo,5,50,250,Cash,Surat
T0333,C049,Ananya Verma,2025-10-18,Electronics,Keyboard,3,75,225,Cash,Surat
T0334,C049,Ananya Verma,2025-06-11,Home,Bottle,3,40,120,Credit Card,Surat
T0335,C050,Ayesha Verma,2025-10-08,Home,Mixer,3,300,900,UPI,Jaipur
T0336,C050,Ayesha Verma,2026-05-12,Beauty,Face Wash,2,75,150,UPI,Jaipur
T0337,C050,Ayesha Verma,2026-02-09,Beauty,Face Wash,3,500,1500,UPI,Jaipur
T0338,C050,Ayesha Verma,2026-01-30,Beauty,Face Wash,5,100,500,UPI,Jaipur
T0339,C050,Ayesha Verma,2025-08-27,Beauty,Shampoo,5,100,500,Cash,Jaipur
T0340,C050,Ayesha Verma,2026-06-03,Home,Bottle,2,50,100,Credit Card,Jaipur
T0341,C051,Neha Verma,2025-04-05,Clothing,Jeans,3,500,1500,Debit Card,Mumbai
T0342,C051,Neha Verma,2026-02-17,Home,Bottle,2,20,40,Cash,Mumbai
T0343,C051,Neha Verma,2026-01-19,Electronics,Keyboard,4,30,120,Credit Card,Mumbai
T0344,C051,Neha Verma,2025-11-20,Home,Bottle,3,75,225,UPI,Mumbai
T0345,C051,Neha Verma,2025-04-07,Electronics,Mouse,5,200,1000,Credit Card,Mumbai
T0346,C051,Neha Verma,2025-09-25,Grocery,Tea,1,200,200,Credit Card,Mumbai
T0347,C052,Karan Verma,2025-09-18,Electronics,Keyboard,2,40,80,Cash,Pune
T0348,C052,Karan Verma,2025-03-27,Electronics,Mouse,1,300,300,Debit Card,Pune
T0349,C052,Karan Verma,2026-04-15,Beauty,Face Wash,5,150,750,UPI,Pune
T0350,C052,Karan Verma,2025-04-03,Grocery,Tea,5,50,250,UPI,Pune
T0351,C052,Karan Verma,2026-06-03,Beauty,Face Wash,4,40,160,Debit Card,Pune
T0352,C052,Karan Verma,2025-08-29,Clothing,T-Shirt,1,75,75,Debit Card,Pune
T0353,C053,Ishita Verma,2025-03-02,Home,Bottle,1,75,75,Cash,Delhi
T0354,C053,Ishita Verma,2025-02-27,Electronics,Mouse,3,20,60,Credit Card,Delhi
T0355,C053,Ishita Verma,2025-11-02,Home,Mixer,1,200,200,Debit Card,Delhi
T0356,C053,Ishita Verma,2026-01-16,Grocery,Tea,1,100,100,Cash,Delhi
T0357,C053,Ishita Verma,2026-01-24,Clothing,Jeans,2,40,80,UPI,Delhi
T0358,C053,Ishita Verma,2026-04-25,Clothing,T-Shirt,2,50,100,UPI,Delhi
T0359,C054,Meera Verma,2026-01-18,Clothing,Jeans,1,150,150,UPI,Bengaluru
T0360,C054,Meera Verma,2025-03-18,Beauty,Shampoo,3,50,150,Cash,Bengaluru
T0361,C054,Meera Verma,2025-04-29,Grocery,Rice,3,50,150,UPI,Bengaluru
T0362,C054,Meera Verma,2025-07-04,Beauty,Face Wash,4,40,160,Debit Card,Bengaluru
T0363,C054,Meera Verma,2026-03-05,Beauty,Face Wash,2,20,40,Debit Card,Bengaluru
T0364,C054,Meera Verma,2025-10-31,Grocery,Rice,3,200,600,UPI,Bengaluru
T0365,C055,Kabir Verma,2025-11-22,Beauty,Shampoo,1,40,40,UPI,Hyderabad
T0366,C055,Kabir Verma,2025-08-05,Home,Mixer,3,30,90,Debit Card,Hyderabad
T0367,C055,Kabir Verma,2025-07-26,Grocery,Tea,3,50,150,Credit Card,Hyderabad
T0368,C055,Kabir Verma,2025-04-10,Beauty,Shampoo,4,40,160,UPI,Hyderabad
T0369,C055,Kabir Verma,2025-10-28,Clothing,T-Shirt,4,300,1200,Debit Card,Hyderabad
T0370,C055,Kabir Verma,2026-06-08,Clothing,Jeans,1,300,300,Debit Card,Hyderabad
T0371,C056,Sanya Verma,2025-07-10,Grocery,Tea,1,150,150,Credit Card,Chennai
T0372,C056,Sanya Verma,2025-10-11,Home,Bottle,2,40,80,Credit Card,Chennai
T0373,C056,Sanya Verma,2025-06-29,Clothing,T-Shirt,1,500,500,Cash,Chennai
T0374,C056,Sanya Verma,2025-10-08,Clothing,T-Shirt,2,500,1000,Credit Card,Chennai
T0375,C056,Sanya Verma,2025-11-12,Clothing,T-Shirt,1,300,300,Cash,Chennai
T0376,C056,Sanya Verma,2025-02-26,Home,Mixer,3,75,225,Cash,Chennai
T0377,C057,Riya Verma,2025-04-03,Electronics,Keyboard,4,40,160,Debit Card,Kolkata
T0378,C057,Riya Verma,2025-09-12,Clothing,Jeans,1,40,40,Debit Card,Kolkata
T0379,C057,Riya Verma,2025-01-05,Grocery,Tea,5,30,150,UPI,Kolkata
T0380,C057,Riya Verma,2026-01-01,Clothing,Jeans,4,500,2000,UPI,Kolkata
T0381,C057,Riya Verma,2025-10-26,Electronics,Headphones,4,200,800,UPI,Kolkata
T0382,C057,Riya Verma,2026-06-28,Home,Bottle,1,50,50,UPI,Kolkata
T0383,C058,Aditi Verma,2025-08-18,Home,Bottle,2,30,60,Debit Card,Ahmedabad
T0384,C058,Aditi Verma,2025-09-14,Home,Bottle,1,30,30,Credit Card,Ahmedabad
T0385,C058,Aditi Verma,2025-09-25,Electronics,Headphones,5,200,1000,Credit Card,Ahmedabad
T0386,C058,Aditi Verma,2026-03-31,Electronics,Keyboard,1,40,40,UPI,Ahmedabad
T0387,C058,Aditi Verma,2025-10-07,Electronics,Keyboard,4,500,2000,Debit Card,Ahmedabad
T0388,C058,Aditi Verma,2025-04-23,Electronics,Mouse,4,40,160,Credit Card,Ahmedabad
T0389,C059,Yash Verma,2025-08-21,Clothing,Jeans,4,40,160,UPI,Surat
T0390,C059,Yash Verma,2026-02-03,Beauty,Face Wash,4,20,80,Debit Card,Surat
T0391,C059,Yash Verma,2025-12-13,Beauty,Face Wash,3,150,450,Debit Card,Surat
T0392,C059,Yash Verma,2026-02-15,Home,Bottle,3,300,900,Credit Card,Surat
T0393,C059,Yash Verma,2025-12-28,Clothing,Jeans,1,100,100,UPI,Surat
T0394,C059,Yash Verma,2026-06-28,Clothing,T-Shirt,3,150,450,Credit Card,Surat
T0395,C060,Nikhil Verma,2026-06-01,Electronics,Mouse,2,150,300,Cash,Jaipur
T0396,C060,Nikhil Verma,2026-04-10,Electronics,Mouse,1,500,500,Debit Card,Jaipur
T0397,C060,Nikhil Verma,2025-10-07,Home,Bottle,5,30,150,Debit Card,Jaipur
T0398,C060,Nikhil Verma,2025-05-05,Home,Bottle,4,50,200,UPI,Jaipur
T0399,C060,Nikhil Verma,2025-10-22,Electronics,Keyboard,3,40,120,UPI,Jaipur
T0400,C060,Nikhil Verma,2025-03-03,Home,Mixer,1,200,200,Credit Card,Jaipur
T0401,C061,Aarav Singh,2025-04-23,Electronics,Headphones,2,75,150,Cash,Mumbai
T0402,C061,Aarav Singh,2025-05-28,Grocery,Tea,2,30,60,Debit Card,Mumbai
T0403,C061,Aarav Singh,2025-04-27,Home,Bottle,4,50,200,Debit Card,Mumbai
T0404,C061,Aarav Singh,2025-04-28,Home,Mixer,5,200,1000,Cash,Mumbai
T0405,C062,Vivaan Singh,2025-03-21,Electronics,Mouse,3,50,150,Credit Card,Pune
T0406,C062,Vivaan Singh,2025-05-12,Home,Mixer,5,150,750,UPI,Pune
T0407,C062,Vivaan Singh,2025-04-01,Clothing,T-Shirt,3,300,900,Debit Card,Pune
T0408,C062,Vivaan Singh,2025-05-06,Grocery,Tea,2,75,150,UPI,Pune
T0409,C063,Aditya Singh,2025-01-06,Clothing,T-Shirt,5,100,500,Cash,Delhi
T0410,C063,Aditya Singh,2025-06-18,Electronics,Headphones,4,200,800,Debit Card,Delhi
T0411,C063,Aditya Singh,2025-01-28,Home,Bottle,2,150,300,Debit Card,Delhi
T0412,C063,Aditya Singh,2025-06-21,Grocery,Rice,2,500,1000,Debit Card,Delhi
T0413,C064,Rahul Singh,2025-05-13,Electronics,Headphones,4,75,300,Credit Card,Bengaluru
T0414,C064,Rahul Singh,2025-04-16,Electronics,Mouse,4,300,1200,UPI,Bengaluru
T0415,C064,Rahul Singh,2025-05-08,Beauty,Face Wash,4,75,300,UPI,Bengaluru
T0416,C064,Rahul Singh,2025-04-08,Beauty,Shampoo,3,100,300,Debit Card,Bengaluru
T0417,C065,Arjun Singh,2025-04-01,Beauty,Shampoo,3,20,60,Cash,Hyderabad
T0418,C065,Arjun Singh,2025-04-08,Beauty,Shampoo,2,300,600,Debit Card,Hyderabad
T0419,C065,Arjun Singh,2025-02-07,Beauty,Shampoo,5,50,250,UPI,Hyderabad
T0420,C065,Arjun Singh,2025-03-26,Grocery,Rice,3,50,150,Cash,Hyderabad
T0421,C066,Rohan Singh,2025-01-03,Electronics,Mouse,3,500,1500,Cash,Chennai
T0422,C066,Rohan Singh,2025-03-18,Home,Mixer,5,500,2500,Cash,Chennai
T0423,C066,Rohan Singh,2025-05-13,Home,Mixer,4,200,800,Debit Card,Chennai
T0424,C066,Rohan Singh,2025-01-11,Home,Mixer,4,20,80,UPI,Chennai
T0425,C067,Priya Singh,2025-05-15,Clothing,T-Shirt,4,100,400,Cash,Kolkata
T0426,C067,Priya Singh,2025-06-16,Home,Bottle,2,150,300,Cash,Kolkata
T0427,C067,Priya Singh,2025-04-13,Beauty,Shampoo,5,30,150,Credit Card,Kolkata
T0428,C067,Priya Singh,2025-04-03,Grocery,Tea,1,75,75,Credit Card,Kolkata
T0429,C068,Sneha Singh,2025-01-29,Grocery,Tea,5,150,750,Credit Card,Ahmedabad
T0430,C068,Sneha Singh,2025-05-15,Grocery,Rice,5,50,250,Cash,Ahmedabad
T0431,C068,Sneha Singh,2025-02-16,Electronics,Headphones,5,500,2500,UPI,Ahmedabad
T0432,C068,Sneha Singh,2025-04-01,Home,Bottle,4,20,80,UPI,Ahmedabad
T0433,C069,Ananya Singh,2025-03-20,Home,Bottle,3,150,450,UPI,Surat
T0434,C069,Ananya Singh,2025-05-31,Electronics,Headphones,1,50,50,Credit Card,Surat
T0435,C069,Ananya Singh,2025-05-08,Home,Mixer,5,300,1500,Credit Card,Surat
T0436,C069,Ananya Singh,2025-05-28,Clothing,Jeans,5,30,150,Credit Card,Surat
T0437,C070,Ayesha Singh,2025-02-10,Home,Bottle,1,30,30,UPI,Jaipur
T0438,C070,Ayesha Singh,2025-02-13,Home,Mixer,4,500,2000,Cash,Jaipur
T0439,C070,Ayesha Singh,2025-01-16,Electronics,Headphones,5,100,500,Credit Card,Jaipur
T0440,C070,Ayesha Singh,2025-03-02,Grocery,Tea,2,20,40,Debit Card,Jaipur
T0441,C071,Neha Singh,2025-06-10,Electronics,Headphones,1,100,100,Credit Card,Mumbai
T0442,C071,Neha Singh,2025-04-26,Home,Mixer,1,20,20,Credit Card,Mumbai
T0443,C071,Neha Singh,2025-04-12,Home,Bottle,4,20,80,Credit Card,Mumbai
T0444,C071,Neha Singh,2025-03-05,Clothing,T-Shirt,2,500,1000,Credit Card,Mumbai
T0445,C072,Karan Singh,2025-03-22,Electronics,Keyboard,3,150,450,Debit Card,Pune
T0446,C072,Karan Singh,2025-05-07,Electronics,Mouse,4,500,2000,Credit Card,Pune
T0447,C072,Karan Singh,2025-04-16,Grocery,Tea,4,20,80,Credit Card,Pune
T0448,C072,Karan Singh,2025-01-23,Clothing,T-Shirt,3,150,450,Credit Card,Pune
T0449,C073,Ishita Singh,2025-01-02,Grocery,Tea,5,100,500,UPI,Delhi
T0450,C073,Ishita Singh,2025-03-27,Home,Mixer,3,150,450,UPI,Delhi
T0451,C073,Ishita Singh,2025-02-01,Beauty,Shampoo,5,50,250,Cash,Delhi
T0452,C073,Ishita Singh,2025-02-18,Beauty,Shampoo,3,50,150,Cash,Delhi
T0453,C074,Meera Singh,2025-01-09,Grocery,Rice,3,40,120,Credit Card,Bengaluru
T0454,C074,Meera Singh,2025-06-30,Clothing,T-Shirt,2,75,150,Credit Card,Bengaluru
T0455,C074,Meera Singh,2025-05-23,Beauty,Shampoo,2,40,80,Debit Card,Bengaluru
T0456,C074,Meera Singh,2025-04-01,Clothing,Jeans,4,500,2000,Credit Card,Bengaluru
T0457,C075,Kabir Singh,2025-03-18,Beauty,Face Wash,2,200,400,Credit Card,Hyderabad
T0458,C075,Kabir Singh,2025-06-30,Grocery,Tea,5,100,500,Credit Card,Hyderabad
T0459,C075,Kabir Singh,2025-04-14,Home,Bottle,2,30,60,UPI,Hyderabad
T0460,C075,Kabir Singh,2025-05-19,Grocery,Tea,1,500,500,Credit Card,Hyderabad
T0461,C076,Sanya Singh,2025-03-21,Electronics,Keyboard,1,40,40,Credit Card,Chennai
T0462,C076,Sanya Singh,2025-03-24,Clothing,T-Shirt,1,300,300,Debit Card,Chennai
T0463,C076,Sanya Singh,2025-05-09,Grocery,Rice,1,75,75,UPI,Chennai
T0464,C076,Sanya Singh,2025-02-27,Grocery,Rice,4,75,300,Debit Card,Chennai
T0465,C077,Riya Singh,2025-04-14,Beauty,Face Wash,3,40,120,UPI,Kolkata
T0466,C077,Riya Singh,2025-04-04,Grocery,Tea,1,200,200,Credit Card,Kolkata
T0467,C077,Riya Singh,2025-04-13,Grocery,Rice,2,75,150,UPI,Kolkata
T0468,C077,Riya Singh,2025-03-11,Home,Bottle,1,150,150,UPI,Kolkata
T0469,C078,Aditi Singh,2025-06-05,Clothing,Jeans,2,75,150,Credit Card,Ahmedabad
T0470,C078,Aditi Singh,2025-04-08,Electronics,Headphones,3,40,120,Credit Card,Ahmedabad
T0471,C078,Aditi Singh,2025-05-26,Beauty,Shampoo,4,500,2000,Debit Card,Ahmedabad
T0472,C078,Aditi Singh,2025-01-01,Electronics,Headphones,3,20,60,UPI,Ahmedabad
T0473,C079,Yash Singh,2025-03-04,Electronics,Mouse,3,50,150,Debit Card,Surat
T0474,C079,Yash Singh,2025-01-23,Beauty,Shampoo,5,50,250,Debit Card,Surat
T0475,C079,Yash Singh,2025-05-15,Electronics,Keyboard,4,200,800,Debit Card,Surat
T0476,C079,Yash Singh,2025-06-27,Home,Mixer,5,20,100,Credit Card,Surat
T0477,C080,Nikhil Singh,2025-04-20,Home,Bottle,4,50,200,UPI,Jaipur
T0478,C080,Nikhil Singh,2025-06-29,Home,Mixer,2,300,600,Credit Card,Jaipur
T0479,C080,Nikhil Singh,2025-06-13,Clothing,Jeans,2,20,40,Credit Card,Jaipur
T0480,C080,Nikhil Singh,2025-04-02,Grocery,Tea,1,50,50,Debit Card,Jaipur
T0481,C081,Aarav Iyer,2026-05-09,Clothing,Jeans,4,50,200,Credit Card,Mumbai
T0482,C082,Vivaan Iyer,2026-05-01,Home,Mixer,2,100,200,Debit Card,Pune
T0483,C083,Aditya Iyer,2026-05-09,Clothing,T-Shirt,3,30,90,Cash,Delhi
T0484,C084,Rahul Iyer,2026-06-18,Clothing,T-Shirt,5,200,1000,Cash,Bengaluru
T0485,C085,Arjun Iyer,2026-06-23,Clothing,T-Shirt,3,20,60,Debit Card,Hyderabad
T0486,C086,Rohan Iyer,2026-06-01,Clothing,T-Shirt,1,75,75,Debit Card,Chennai
T0487,C087,Priya Iyer,2026-05-13,Electronics,Headphones,3,200,600,UPI,Kolkata
T0488,C088,Sneha Iyer,2026-05-11,Grocery,Tea,4,500,2000,Debit Card,Ahmedabad
T0489,C089,Ananya Iyer,2026-05-19,Clothing,T-Shirt,1,20,20,Cash,Surat
T0490,C090,Ayesha Iyer,2026-06-18,Beauty,Face Wash,3,500,1500,Debit Card,Jaipur
T0491,C091,Neha Iyer,2026-05-07,Beauty,Shampoo,4,50,200,Debit Card,Mumbai
T0492,C092,Karan Iyer,2026-05-01,Grocery,Rice,3,500,1500,Debit Card,Pune
T0493,C093,Ishita Iyer,2026-06-11,Clothing,T-Shirt,2,20,40,UPI,Delhi
T0494,C094,Meera Iyer,2026-06-19,Beauty,Face Wash,3,100,300,Credit Card,Bengaluru
T0495,C095,Kabir Iyer,2026-06-10,Home,Bottle,1,75,75,Debit Card,Hyderabad
T0496,C096,Sanya Iyer,2026-05-25,Clothing,Jeans,3,50,150,Debit Card,Chennai
T0497,C097,Riya Iyer,2026-05-09,Home,Mixer,3,50,150,UPI,Kolkata
T0498,C098,Aditi Iyer,2026-05-03,Electronics,Headphones,4,20,80,Credit Card,Ahmedabad
T0499,C099,Yash Iyer,2026-06-01,Beauty,Shampoo,2,75,150,UPI,Surat
T0500,C100,Nikhil Iyer,2026-05-10,Clothing,T-Shirt,2,200,400,Cash,Jaipur
